EmployeeID,Age,TravelProfile,Department,HomeToWork,EducationField,Gender,HourlnWeek,Involvement,WorkLifeBalance,Designation,JobSatisfaction,ESOPs,NumCompaniesWorked,OverTime,SalaryHikelastYear,WorkExperience,LastPromotion,CurrentProfile,MaritalStatus,MonthlyIncome,Attrition
5112773,53,Rarely,Analytics,8,CA,F,50,3,2,VP,3,0,3,0,23,26,4,7,Married,33606,0
5112774,30,Rarely,Sales,6,Statistics,F,41,3,5,Senior Manager,2,0,2,0,17,12,7,4,Divorsed,24419,0
5112775,35,Yes,Sales,9,Marketing Diploma,Female,35,5,5,Executive,3,1,1,0,22,4,2,1,M,18351,1
5112776,27,Yes,Analytics,1,Engineer,Male,60,4,1,Manager,5,0,5,0,24,6,2,0,Divorsed,19298,0
5112777,35,Rarely,Sales,12,Statistics,Female,72,3,3,Manager,3,0,2,0,26,7,2,4,Divorsed,21714,0
5112778,24,No,Analytics,12,Other,Female,66,1,4,Manager,3,0,0,0,23,5,1,,M,19011,0
5112779,31,Rarely,Analytics,3,Statistics,Male,69,3,3,Executive,3,0,1,0,19,6,0,3,M,18477,0
5112780,31,Yes,Sales,3,Other,Male,54,3,2,Manager,5,0,7,0,18,10,0,3,Single,20332,0
5112781,,Rarely,Analytics,25,Statistics,Male,50,4,3,Executive,3,1,5,1,19,6,0,3,Single,17028,1
5112782,38,Rarely,Analytics,22,Statistics,Male,75,3,3,Executive,4,1,5,0,27,9,1,,Divorsed,19022,0
5112783,41,Rarely,Analytics,8,Engineer,Female,43,1,4,,3,0,1,0,18,10,0,8,Divorsed,18376,0
5112784,35,Rarely,Analytics,12,CA,F,48,4,3,Senior Manager,4,1,2,0,20,10,8,8,Single,24621,0
5112785,19,Rarely,,3,Statistics,Male,47,4,3,Executive,1,0,1,0,27,1,1,0,Single,16102,1
5112786,,Rarely,Analytics,1,Statistics,Male,,4,1,Executive,5,0,1,0,17,4,3,2,Divorsed,17218,0
5112787,35,Rarely,Analytics,,CA,Male,43,3,1,Executive,3,0,7,1,16,5,2,2,M,17660,0
5112788,54,Rarely,Analytics,8,Other,F,60,3,5,VP,3,1,5,0,17,27,5,9,Married,35094,0
5112789,26,Rarely,Analytics,1,CA,Male,65,3,2,Executive,5,0,0,0,18,8,7,6,Single,17867,0
5112790,26,Rarely,Analytics,6,CA,Male,63,3,4,Executive,5,0,6,0,19,7,1,3,Married,20031,1
5112791,24,Rarely,Analytics,,Statistics,Male,65,1,5,Executive,5,1,2,1,27,2,1,1,M,17601,1
5112792,26,Rarely,Analytics,3,CA,Male,36,4,1,Executive,1,0,0,0,17,5,1,,Single,18904,0
5112793,21,Rarely,Analytics,3,Statistics,Female,55,4,3,Executive,4,0,2,0,19,2,1,,Single,18836,0
5112794,26,Rarely,Sales,7,Statistics,Female,61,4,2,Manager,2,0,2,1,17,6,2,4,Single,20487,0
5112795,32,Yes,Analytics,23,Statistics,Male,68,3,2,Senior Manager,3,0,4,0,18,13,1,1,Divorsed,25824,1
5112796,58,Rarely,Analytics,10,CA,,75,4,3,Executive,4,1,4,1,25,9,0,0,Divorsed,18346,0
5112797,37,Rarely,Sales,11,Statistics,Female,58,4,1,Manager,1,0,2,1,19,8,0,0,Married,21694,0
5112798,31,No,Analytics,12,CA,Male,68,3,4,Manager,5,1,2,0,17,13,7,,Married,19072,0
5112799,,Rarely,Sales,11,Marketing Diploma,Male,,3,5,Executive,4,0,1,0,19,2,2,2,M,17297,0
5112800,30,Rarely,Analytics,7,Engineer,Female,48,4,5,Manager,1,1,0,0,17,10,6,7,Married,19627,0
5112801,27,Rarely,Analytics,1,CA,Male,52,3,2,Executive,4,1,1,0,16,5,0,,M,18816,0
5112802,43,Rarely,Analytics,5,CA,Male,37,3,2,AVP,5,1,1,0,23,24,14,8,Married,33665,0
5112803,41,Yes,Analytics,12,CA,Male,37,3,1,Executive,4,0,9,1,20,4,1,1,Married,19617,0
5112804,30,Rarely,Sales,6,CA,Female,64,3,1,Manager,3,1,2,0,20,7,2,3,Divorsed,21561,0
5112805,33,No,Analytics,18,CA,F,36,3,2,Manager,1,1,6,0,24,10,2,3,Married,22667,0
5112806,53,Yes,Analytics,31,CA,F,61,1,3,AVP,3,0,3,1,17,25,1,3,Divorsed,29247,0
5112807,20,No,Analytics,13,CA,Female,68,4,5,Executive,4,1,2,1,31,2,1,1,Single,17859,1
5112808,35,Yes,Sales,19,Marketing Diploma,Female,67,3,1,Manager,3,0,0,1,23,5,3,2,Married,19614,1
5112809,34,Rarely,Analytics,8,Statistics,F,53,3,4,Senior Manager,4,1,0,0,16,13,2,11,Single,26994,0
5112810,30,Rarely,Analytics,11,Other,Male,79,5,3,Executive,5,1,2,1,17,8,1,8,Divorsed,18119,1
5112811,37,Rarely,Analytics,,Statistics,Female,52,3,3,Executive,5,1,0,1,18,6,4,3,M,17782,0
5112812,54,Rarely,Analytics,3,Engineer,F,60,3,3,Senior Manager,3,1,9,0,17,16,0,3,Divorsed,28549,0
5112813,50,Rarely,Analytics,1,CA,Male,66,3,1,AVP,2,0,9,0,27,32,1,3,Married,32399,0
5112814,31,Rarely,Analytics,,Statistics,Male,42,4,4,Executive,4,1,0,1,21,3,2,2,Single,17657,0
5112815,,Yes,Sales,27,Engineer,Male,47,1,4,Executive,5,0,2,0,23,2,1,1,Single,17091,1
5112816,43,No,Analytics,5,Statistics,Male,39,3,2,AVP,3,0,1,1,19,22,3,11,Divorsed,33861,0
5112817,20,Yes,Analytics,7,Statistics,Female,66,4,1,Executive,2,1,1,1,23,1,1,0,Single,17926,1
5112818,24,Rarely,Analytics,,CA,Male,59,1,1,Executive,1,1,1,1,16,6,1,4,M,17725,0
5112819,32,Rarely,Analytics,3,CA,Female,,3,5,Executive,4,0,1,0,18,8,0,7,M,17370,0
5112820,,Rarely,Analytics,9,Other,Male,77,5,4,Executive,5,0,1,1,16,7,0,7,Divorsed,17119,1
5112821,40,No,Sales,24,Statistics,Female,34,5,5,Manager,3,1,7,0,25,11,2,3,Married,21736,0
5112822,30,Yes,Sales,5,Statistics,Male,46,3,2,Manager,2,1,2,0,24,11,1,10,Single,20554,0
5112823,37,Yes,Sales,6,CA,Male,50,4,1,Senior Manager,2,0,5,0,17,17,2,13,Divorsed,25699,0
5112824,28,Rarely,Sales,12,Marketing Diploma,Male,46,3,3,Manager,1,1,2,0,20,8,1,8,Single,20105,0
5112825,25,Rarely,Sales,27,CA,Female,32,3,1,Manager,1,1,1,0,28,,1,4,Single,21180,0
5112826,49,Rarely,Analytics,9,Other,F,51,3,2,Senior Manager,4,1,4,0,16,29,1,7,Married,22403,0
5112827,31,Rarely,Sales,7,CA,Male,66,1,3,Manager,1,0,4,0,27,13,5,7,Married,,0
5112828,45,No,Sales,10,Statistics,Female,65,4,4,Manager,3,1,1,0,18,15,4,12,Married,20593,0
5112829,37,Rarely,Analytics,15,Statistics,Female,65,3,3,Executive,5,1,1,0,17,18,12,17,M,18034,0
5112830,43,Rarely,Analytics,32,Statistics,Male,70,3,5,Manager,4,0,2,0,19,11,8,9,Divorsed,20434,0
5112831,38,Rarely,Analytics,16,Statistics,Male,62,4,2,Senior Manager,2,1,0,1,19,12,2,9,Married,26510,0
5112832,43,Yes,Analytics,31,Engineer,Female,60,4,4,Manager,2,1,1,0,17,8,1,5,Divorsed,20523,0
5112833,38,Yes,Analytics,7,Statistics,Male,72,4,2,Manager,3,1,2,0,16,10,7,7,Married,20321,0
5112834,41,Rarely,Analytics,13,Statistics,Female,48,2,4,Executive,3,1,4,1,19,11,2,8,Divorsed,18213,0
5112835,18,No,,1,Statistics,Female,67,3,1,Executive,2,0,1,0,20,0,0,0,Single,16611,0
5112836,,Yes,Sales,5,Marketing Diploma,Male,41,3,2,Executive,2,1,4,0,22,13,5,8,M,,0
5112837,39,Rarely,Analytics,7,CA,Male,42,4,2,Senior Manager,5,1,4,0,20,9,1,7,Married,24991,0
5112838,49,Rarely,Sales,12,Marketing Diploma,Female,80,3,1,Manager,1,1,3,0,17,8,0,4,Single,,0
5112839,32,Rarely,Sales,7,CA,Male,57,3,1,Manager,3,1,1,0,21,12,5,7,Single,20010,0
5112840,27,Yes,Analytics,16,Statistics,Female,77,4,2,Executive,5,0,0,0,24,8,7,3,Married,19774,0
5112841,33,Rarely,Sales,10,Marketing Diploma,F,77,3,1,Manager,5,0,0,1,,6,0,3,Single,,1
5112842,41,Rarely,Analytics,5,CA,Female,80,4,4,Manager,3,1,7,0,28,21,1,1,Divorsed,19448,0
5112843,36,Rarely,Analytics,7,Statistics,Female,55,2,2,Manager,2,0,3,0,17,5,0,0,Divorsed,18038,0
5112844,30,Rarely,Sales,16,Marketing Diploma,Male,64,4,3,Senior Manager,5,0,2,0,16,12,1,7,Married,22140,0
5112845,27,Rarely,Marketing,23,CA,Female,71,3,4,Executive,4,0,1,1,17,7,2,5,M,18148,1
5112846,50,Yes,Analytics,1,Statistics,F,73,3,5,VP,4,0,3,1,24,28,0,7,Divorsed,33172,0
5112847,45,Rarely,Analytics,8,Statistics,Male,59,3,1,Senior Manager,5,0,2,0,22,25,0,0,Married,24724,0
5112848,30,No,Sales,23,Other,F,69,3,3,Senior Manager,5,1,0,0,,10,7,8,Divorsed,23412,0
5112849,31,Rarely,Analytics,25,Statistics,Female,50,3,4,Executive,3,1,5,1,17,8,1,2,M,18132,1
5112850,51,Yes,Sales,15,Marketing Diploma,F,79,3,1,Senior Manager,1,1,5,0,17,17,3,2,Single,25208,0
5112851,47,Rarely,Analytics,3,CA,Male,42,3,2,VP,1,0,10,0,23,24,3,3,Married,35627,0
5112852,52,Rarely,Analytics,1,Statistics,Male,70,3,4,AVP,1,1,2,0,20,26,7,8,Married,32099,0
5112853,27,Rarely,Analytics,,Statistics,Male,76,3,3,Executive,3,1,1,0,16,5,0,3,M,17517,0
5112854,36,Yes,Analytics,4,Engineer,Male,46,3,1,Executive,4,0,1,0,17,12,0,7,Divorsed,18692,0
5112855,18,Rarely,,4,Statistics,Male,54,3,4,Executive,3,0,1,0,18,0,0,0,Single,16420,1
5112856,38,Rarely,Marketing,9,MBA,Male,65,3,2,Executive,5,0,5,1,28,8,1,3,M,18073,1
5112857,28,No,Sales,5,CA,Male,43,3,2,Manager,3,0,1,0,20,5,0,4,Married,19221,0
5112858,,Rarely,Analytics,4,Statistics,Male,70,4,3,Executive,2,0,3,0,22,7,0,0,Divorsed,17177,0
5112859,59,Rarely,Analytics,3,Statistics,F,69,4,1,AVP,2,1,3,1,18,30,4,3,Single,28726,0
5112860,43,Yes,Sales,3,Statistics,Male,62,3,3,Manager,1,1,1,0,25,7,7,7,Married,20675,0
5112861,31,Rarely,Analytics,6,Engineer,Male,56,3,5,Executive,1,0,0,1,17,6,0,3,Married,,0
5112862,46,Rarely,Sales,3,Engineer,F,75,5,4,AVP,4,0,3,1,17,28,7,7,Married,31872,0
5112863,21,Rarely,Analytics,,Other,Female,65,3,3,Executive,2,1,1,0,24,1,0,0,Single,17693,1
5112864,,Yes,Sales,1,Engineer,Female,,5,3,Executive,5,0,0,0,26,1,0,0,Single,17325,1
5112865,21,Rarely,Analytics,14,CA,Female,70,4,1,Executive,5,0,2,1,21,2,1,1,Single,18600,1
5112866,48,No,Analytics,1,CA,Male,35,1,3,AVP,1,1,2,0,27,27,2,1,Single,31885,0
5112867,43,Rarely,Analytics,9,Statistics,Female,55,3,1,Manager,4,0,4,0,26,4,0,0,Married,19765,0
5112868,41,Rarely,Analytics,13,Statistics,Male,46,3,2,Executive,2,0,3,1,16,6,0,0,Divorsed,19766,0
5112869,50,Rarely,Analytics,1,CA,Male,56,4,4,Executive,3,0,2,0,20,5,0,2,Divorsed,18690,0
5112870,33,Rarely,Analytics,16,CA,Male,56,3,2,Senior Manager,3,0,7,1,17,15,7,7,Divorsed,28610,1
5112871,36,Rarely,Analytics,26,Statistics,Male,52,4,4,Manager,3,0,4,1,19,9,1,2,Married,21916,1
5112872,22,Yes,Analytics,13,Statistics,Female,47,4,5,Executive,3,0,2,0,26,3,3,3,Single,18625,1
5112873,26,Yes,Marketing,,Statistics,Female,58,3,4,Executive,3,0,0,1,16,8,1,0,M,17741,1
5112874,21,Rarely,Analytics,4,CA,Male,80,4,3,Executive,3,0,1,0,22,3,1,0,Single,18230,0
5112875,,Rarely,Analytics,11,Statistics,Female,46,2,5,Executive,3,0,3,1,18,10,1,7,Divorsed,17213,0
5112876,45,Rarely,Sales,12,Statistics,F,60,3,2,AVP,2,0,3,0,18,26,1,1,Divorsed,32650,0
5112877,47,Rarely,Sales,6,Statistics,F,53,3,3,AVP,4,1,9,0,18,24,6,2,Married,32606,0
5112878,,Rarely,Analytics,5,Engineer,Female,61,4,5,Executive,5,0,1,0,18,1,0,0,M,17109,0
5112879,48,Rarely,Analytics,7,Statistics,Male,67,4,1,Manager,3,0,2,0,18,19,2,2,Single,19240,0
5112880,31,Rarely,Sales,10,Marketing Diploma,Male,59,3,2,Executive,4,1,1,0,20,5,2,,Single,18983,0
5112881,34,Rarely,Sales,25,CA,Female,40,4,3,Manager,4,0,0,1,28,16,10,10,Single,19599,1
5112882,45,Rarely,Sales,3,Marketing Diploma,F,64,5,2,VP,4,1,2,1,21,26,1,11,Single,33824,1
5112883,26,No,Analytics,,CA,Male,76,3,4,Executive,1,0,1,0,25,7,5,7,Single,17570,0
5112884,37,Yes,Sales,10,Marketing Diploma,Female,55,1,2,Manager,5,0,3,0,22,18,7,14,Divorsed,20639,0
5112885,37,Rarely,Analytics,11,CA,Female,68,3,2,Executive,5,1,6,0,25,17,0,3,Divorsed,18452,0
5112886,36,Rarely,Analytics,3,Statistics,Female,42,1,5,Executive,3,0,4,0,19,8,3,3,Single,18506,0
5112887,41,Yes,Analytics,19,CA,Male,53,4,1,Manager,3,0,7,0,20,,1,1,Single,21094,0
5112888,29,No,Analytics,1,Engineer,Male,41,3,5,Manager,3,0,1,0,18,10,0,9,Divorsed,19319,0
5112889,20,Rarely,Analytics,,CA,Female,68,4,5,Executive,5,1,1,1,20,1,0,0,Single,17600,1
5112890,33,Yes,Analytics,19,Statistics,Female,74,5,5,Executive,5,0,2,1,28,11,7,8,Single,19919,1
5112891,24,Rarely,Analytics,,Statistics,Male,52,3,5,Executive,3,1,0,0,17,6,1,2,Divorsed,17774,0
5112892,21,Rarely,Analytics,6,CA,Male,67,3,4,Executive,1,0,1,0,23,3,2,2,Single,18117,0
5112893,48,No,Analytics,4,CA,F,70,3,3,Senior Manager,4,1,1,0,24,15,6,13,Married,27957,0
5112894,35,Rarely,Analytics,15,Other,Male,39,4,4,Executive,4,1,1,1,29,5,0,,M,18743,1
5112895,42,Yes,Analytics,,CA,Male,57,2,3,Executive,3,0,6,1,17,7,2,2,M,17759,1
5112896,36,Yes,Analytics,21,Statistics,Male,62,3,4,Senior Manager,1,0,3,0,17,11,3,3,Single,25362,0
5112897,37,Yes,Sales,14,Engineer,F,64,3,5,Senior Manager,1,1,1,0,20,11,3,9,Married,25738,0
5112898,36,Rarely,Marketing,11,Engineer,Male,82,3,5,Executive,3,1,2,0,23,7,2,5,Single,20323,0
5112899,34,Rarely,Analytics,7,Other,Female,41,3,4,Manager,3,1,1,0,19,16,2,10,Single,19809,0
5112900,,Rarely,Analytics,4,CA,Male,54,4,2,Executive,2,1,0,0,18,5,1,1,Single,17045,0
5112901,37,Yes,Sales,6,CA,Male,50,4,1,Senior Manager,1,0,5,0,17,17,2,13,Married,25699,0
5112902,31,Rarely,Analytics,20,CA,F,67,3,4,Senior Manager,5,0,2,1,29,10,1,9,Married,27916,0
5112903,34,Rarely,Analytics,18,CA,Male,58,3,2,Senior Manager,3,0,8,1,18,16,8,8,Divorsed,29610,1
5112904,21,Yes,Analytics,,Statistics,Female,45,4,3,Executive,3,0,1,0,25,2,2,2,Single,17625,1
5112905,,Rarely,Analytics,7,CA,Female,66,4,3,Executive,3,1,0,0,17,6,0,3,M,17187,0
5112906,28,Rarely,Sales,6,CA,Male,68,3,4,Manager,2,0,1,0,19,4,0,2,Single,19908,0
5112907,29,Rarely,Analytics,,Statistics,Male,51,1,2,Executive,3,0,1,0,29,10,0,7,Divorsed,17700,0
5112908,39,No,Analytics,10,Statistics,Male,70,3,2,Manager,4,0,9,0,20,9,0,3,Single,21782,0
5112909,22,No,Analytics,17,CA,Male,66,2,2,Executive,2,0,1,1,18,1,0,0,M,17935,0
5112910,38,Rarely,Analytics,3,Statistics,Male,58,3,5,Manager,3,0,9,0,19,14,0,0,Divorsed,21553,0
5112911,50,Yes,Sales,2,Statistics,Male,64,3,4,Manager,3,1,7,0,17,12,0,1,Married,21728,1
5112912,34,Yes,Analytics,6,Statistics,Female,58,3,3,Executive,3,1,2,1,17,9,4,,Divorsed,18909,0
5112913,37,Rarely,Sales,6,Statistics,Male,53,4,3,Senior Manager,1,0,2,1,17,17,4,8,Married,26325,1
5112914,35,Rarely,Analytics,10,Statistics,F,66,4,4,Senior Manager,3,0,1,1,25,17,5,15,Divorsed,25685,0
5112915,39,Rarely,Sales,4,CA,Female,41,3,5,Manager,3,0,4,1,23,12,0,0,Divorsed,20238,1
5112916,33,Rarely,Analytics,12,CA,Female,43,3,1,Executive,5,0,8,0,28,11,1,5,Single,20200,1
5112917,40,Rarely,Analytics,6,CA,Male,78,4,2,Manager,3,1,1,0,21,12,1,,Married,19069,0
5112918,43,No,Analytics,24,CA,Female,38,3,5,Manager,3,1,3,0,22,,1,3,Married,21265,0
5112919,47,Rarely,Sales,12,CA,Male,66,4,2,Senior Manager,2,1,2,0,22,10,5,8,Single,25619,1
5112920,46,Rarely,Analytics,10,CA,Female,55,3,4,Executive,3,1,5,1,25,8,1,3,Married,20477,0
5112921,43,No,Analytics,13,Engineer,Male,40,3,5,Executive,3,0,4,0,28,11,4,,M,18936,0
5112922,31,Rarely,Analytics,5,Statistics,F,45,5,3,Manager,1,1,3,0,26,12,1,3,Single,22091,0
5112923,34,Rarely,Analytics,7,Statistics,Female,45,4,5,Manager,4,1,6,0,20,12,0,0,Married,19505,0
5112924,23,Rarely,Analytics,27,Statistics,Male,53,3,4,Executive,2,1,1,0,17,4,0,2,M,,0
5112925,,Rarely,Marketing,9,Statistics,Male,,4,3,Executive,5,1,0,0,26,6,0,3,Divorsed,17342,0
5112926,24,Yes,Sales,,Marketing Diploma,Male,35,3,1,Executive,5,0,2,0,25,2,2,1,M,17790,1
5112927,50,Rarely,Analytics,3,CA,Male,62,3,3,VP,3,1,2,1,16,29,7,7,Divorsed,34237,0
5112928,36,Rarely,Sales,31,Statistics,Female,70,4,2,Executive,3,0,1,0,29,7,5,3,M,18430,0
5112929,36,Rarely,Analytics,28,Other,Male,56,4,4,Manager,2,1,5,0,20,10,1,3,Single,19681,0
5112930,33,Rarely,Analytics,11,CA,Female,63,1,2,Manager,3,1,6,0,18,,2,4,Divorsed,21175,0
5112931,25,Rarely,Analytics,2,Engineer,Male,51,3,1,Executive,1,1,4,0,16,7,0,2,M,18229,0
5112932,25,Rarely,Analytics,20,Statistics,Female,69,3,4,Executive,4,1,2,0,19,2,1,1,Divorsed,18210,1
5112933,29,Rarely,Analytics,,Statistics,Male,51,1,5,Executive,3,1,1,0,29,10,0,7,Divorsed,17700,0
5112934,33,Rarely,Sales,9,Marketing Diploma,Male,39,3,2,Manager,3,0,0,0,17,6,1,2,Married,22104,0
5112935,49,Rarely,Analytics,,CA,Female,74,3,1,Executive,5,1,4,1,21,17,2,2,M,17587,0
5112936,28,Yes,Marketing,25,MBA,Female,60,4,4,Executive,4,1,2,0,18,2,1,,M,18863,1
5112937,54,Rarely,Analytics,18,Engineer,F,56,3,4,Senior Manager,3,1,8,0,16,22,0,8,Divorsed,25739,0
5112938,55,Rarely,Marketing,22,CA,Male,60,3,4,Senior Manager,4,1,3,0,21,17,8,2,Married,26725,0
5112939,30,No,,8,Engineer,Male,64,3,5,Executive,3,0,1,0,18,1,0,0,Married,16274,0
5112940,50,No,Sales,1,Statistics,Female,65,3,2,Manager,3,0,0,0,17,,0,13,Divorsed,21347,0
5112941,46,Rarely,Analytics,31,Engineer,Male,69,3,4,Executive,1,0,5,0,26,9,1,4,M,18132,0
5112942,35,Yes,Analytics,3,Other,Male,63,3,5,Executive,5,0,6,0,20,11,2,,M,18996,0
5112943,47,Rarely,Analytics,5,Engineer,Male,62,3,5,Manager,2,0,3,0,,13,2,5,Married,23379,0
5112944,,Rarely,Analytics,6,CA,Male,60,1,1,Executive,3,1,2,1,17,7,0,3,M,17127,0
5112945,31,Rarely,Analytics,27,Statistics,Male,31,3,3,Executive,3,0,1,0,22,5,4,3,M,17911,0
5112946,35,No,Sales,7,Marketing Diploma,F,74,3,1,Manager,3,1,10,0,21,7,2,3,Divorsed,22538,0
5112947,51,Yes,Marketing,6,CA,Male,69,3,3,VP,4,0,2,0,17,33,11,8,Married,34200,0
5112948,,Rarely,Analytics,8,Statistics,Male,59,3,4,Executive,5,1,3,0,19,11,1,2,Single,17062,0
5112949,53,Yes,Sales,3,Marketing Diploma,F,38,4,2,Senior Manager,4,0,2,0,17,30,6,12,Married,22525,0
5112950,30,Rarely,Sales,5,CA,Female,63,4,1,Manager,4,0,1,1,17,11,2,7,Married,20209,0
5112951,35,Rarely,Sales,11,CA,Male,55,4,2,Senior Manager,5,1,9,0,22,15,6,0,Married,25306,1
5112952,31,Rarely,Analytics,5,Statistics,Male,61,4,4,Manager,2,0,2,0,25,12,11,9,Divorsed,20152,0
5112953,35,No,,19,Engineer,Male,57,5,5,Executive,5,1,2,1,29,6,4,1,M,18307,1
5112954,31,Yes,Analytics,30,CA,Male,71,4,3,Executive,4,0,0,0,16,6,1,4,Single,,1
5112955,53,Rarely,Sales,9,Marketing Diploma,Male,73,3,2,AVP,1,1,5,0,19,28,2,2,Married,26836,0
5112956,32,Rarely,Marketing,21,MBA,Male,61,1,5,Executive,5,0,1,0,23,3,1,,M,18956,1
5112957,28,Rarely,Analytics,7,Statistics,Male,78,3,3,Executive,3,0,2,0,17,6,1,4,M,18517,0
5112958,26,Rarely,Sales,16,CA,Male,42,3,5,Executive,3,1,2,0,17,8,1,7,M,18096,0
5112959,36,Rarely,Analytics,,Statistics,Female,43,1,4,Executive,5,1,1,0,21,18,15,14,Single,17743,1
5112960,,No,Analytics,17,Engineer,Male,,5,2,Executive,5,0,1,1,28,5,3,0,M,17307,1
5112961,37,Rarely,Sales,6,CA,F,66,4,5,Senior Manager,1,1,1,0,25,11,4,5,Married,23644,0
5112962,28,Yes,Analytics,3,Statistics,Male,52,4,5,Executive,2,1,1,1,17,2,2,,Divorsed,,0
5112963,38,Rarely,Analytics,3,CA,Male,51,3,5,Manager,4,1,4,0,16,7,1,4,Married,19855,1
5112964,36,Rarely,Analytics,17,Other,Male,41,4,4,Executive,4,0,2,1,30,6,1,3,Married,19743,1
5112965,29,Rarely,Analytics,8,Engineer,,39,3,3,Executive,3,1,3,1,18,10,7,7,M,18339,1
5112966,48,Rarely,Sales,30,CA,F,61,3,3,Senior Manager,3,1,3,0,26,15,0,0,Married,27504,0
5112967,60,No,Marketing,5,MBA,F,34,4,5,VP,1,0,10,0,27,31,3,3,Married,34844,0
5112968,38,Yes,Analytics,30,Statistics,Female,,3,1,Manager,2,1,1,0,16,10,9,9,Single,17406,0
5112969,37,Rarely,Marketing,11,Statistics,,79,4,2,Executive,5,0,1,0,27,7,1,4,Divorsed,18342,0
5112970,37,Rarely,Sales,17,Marketing Diploma,Male,66,4,1,Manager,3,1,4,0,24,,0,0,Married,21334,0
5112971,37,Rarely,Analytics,6,CA,Male,61,3,4,Manager,1,1,7,0,21,,0,4,Married,21347,0
5112972,28,No,Analytics,25,Engineer,Male,72,4,2,Senior Manager,5,0,1,0,17,10,1,9,Single,23722,1
5112973,42,Rarely,Analytics,8,CA,Female,,1,4,Manager,4,0,6,1,21,18,0,0,M,17372,0
5112974,,Rarely,Sales,22,Other,Male,37,4,1,Executive,4,0,1,1,18,1,0,0,Single,17121,1
5112975,47,No,Analytics,15,Engineer,Male,64,3,2,Manager,4,1,8,0,23,16,1,7,Married,20467,0
5112976,28,Rarely,Sales,5,Marketing Diploma,Male,57,3,3,Executive,5,0,1,0,17,6,1,,Married,19041,1
5112977,27,Yes,Analytics,11,Statistics,Male,32,3,1,Senior Manager,5,0,1,0,26,9,1,7,Married,23793,0
5112978,23,Rarely,Analytics,11,CA,Male,79,2,2,Executive,3,0,1,0,23,2,0,2,Single,18505,0
5112979,24,Rarely,Analytics,11,CA,Male,65,4,2,Executive,3,0,2,1,17,6,2,3,Single,19989,1
5112980,,Rarely,Analytics,9,Other,Male,77,5,2,Executive,5,0,1,1,16,7,0,7,Divorsed,17119,1
5112981,50,Rarely,Sales,14,Marketing Diploma,F,45,3,4,Senior Manager,2,0,2,0,24,10,8,8,Divorsed,23654,1
5112982,35,Rarely,Sales,13,Statistics,Female,59,3,4,Executive,3,0,2,1,25,2,1,1,Divorsed,18220,0
5112983,55,Rarely,Analytics,25,CA,F,63,3,1,AVP,3,0,4,0,31,37,5,8,Married,33426,0
5112984,43,Yes,Analytics,11,Statistics,Female,,3,4,Executive,2,0,0,0,24,9,1,7,Single,17455,0
5112985,41,Rarely,Analytics,13,Statistics,Male,46,3,2,Executive,1,1,3,1,16,6,0,0,Married,19766,0
5112986,32,Rarely,Analytics,25,CA,Male,70,3,3,Manager,3,1,2,1,21,11,7,8,Married,22179,1
5112987,30,Rarely,Analytics,21,CA,Male,58,4,3,,1,1,2,1,19,5,1,2,Single,18389,1
5112988,51,Rarely,Sales,31,Marketing Diploma,Male,41,4,3,Senior Manager,5,1,5,1,19,21,3,1,Married,26854,1
5112989,40,Yes,Analytics,12,Engineer,Female,73,3,4,Manager,3,1,1,0,16,,9,4,Married,21323,0
5112990,,Rarely,Analytics,4,Statistics,Male,70,4,4,Executive,1,0,3,0,22,7,0,0,M,17177,0
5112991,39,Rarely,Sales,3,Statistics,Male,61,4,2,Executive,5,0,5,0,20,21,1,,Single,18858,0
5112992,29,Rarely,Analytics,12,CA,Female,79,3,1,,3,1,6,0,24,7,3,3,M,18377,0
5112993,42,No,Analytics,24,Statistics,Male,37,4,5,Manager,3,0,1,0,17,20,3,7,Single,19332,0
5112994,39,Rarely,Analytics,5,Statistics,Male,47,3,2,Executive,2,1,6,1,17,7,2,3,Single,19944,0
5112995,28,Rarely,Analytics,3,CA,Male,54,5,3,Executive,2,1,5,1,18,5,2,2,Divorsed,18464,1
5112996,40,Rarely,Analytics,3,CA,Male,49,3,3,VP,3,0,0,0,24,22,3,9,Married,34436,0
5112997,43,Yes,Analytics,29,CA,Female,72,2,1,Executive,3,1,4,0,17,18,1,2,Single,19739,0
5112998,35,Rarely,Sales,1,Marketing Diploma,Male,64,3,2,Senior Manager,4,1,1,0,18,10,0,6,Divorsed,22295,0
5112999,28,Rarely,Analytics,1,CA,Female,67,3,1,Executive,5,1,1,0,30,3,1,2,M,18591,0
5113000,46,Rarely,Analytics,1,CA,Male,40,3,5,VP,2,0,9,0,22,23,2,2,Married,34627,0
5113001,38,Rarely,,5,CA,Female,57,3,3,Executive,3,0,7,0,24,7,0,0,M,18306,0
5113002,28,Rarely,Analytics,,CA,Male,42,3,4,Executive,2,0,1,0,16,5,0,2,Divorsed,17713,0
5113003,40,Yes,Analytics,5,Statistics,Male,56,3,4,AVP,2,1,8,0,17,22,12,6,Married,28169,1
5113004,,Yes,Sales,10,Marketing Diploma,Female,,3,5,Executive,2,0,1,1,19,2,0,2,Single,17323,1
5113005,42,Rarely,Analytics,10,Engineer,Female,45,1,5,Executive,3,1,2,0,19,11,1,9,Divorsed,19376,0
5113006,42,Yes,Sales,13,Statistics,Male,44,3,5,AVP,5,1,0,1,17,22,13,14,Single,28758,1
