userid,Ucredit,Ureview,Web_review,consecutive_usage,Exp_review,assigned _metric,assigned_rating,Product_1,rating_1,product_2,rating_2,product_3,rating_3
fc3e3e39a10fe337c5f0e8b982aa9493,7,4,5,6.5,3.5, serendipity, high,77658,4.065893557,88125,4.041743037,117192,4.139580673
91d51748b418c1fc87792716f19a900f,6.5,4,3,3,3, serendipity, high,115569,4.117609887,108583,4.1182552,100553,4.243114416
fe563568306afb1277a4faedbf53a3c5,3.5,3.5,5,3,2, serendipity, high,93040,4.586454729,114662,4.252296343,108548,4.484076412
88f3b47a49ba404151bb30ef6f4aae09,4.5,6.5,4,6,3, popularity, high,2502,4.393042803,7361,4.245980727,750,4.179263703
00fa91e202f5e48aa34c05d97867fa74,6.5,3.5,3,5,5, serendipity, medium,1023,4.070440702,38038,3.904671131,3072,4.120475889
6ccd8023ca32283eec091cfa77e036af,5.5,3.5,4,4.5,3.5, popularity, high,915,4.273375997,954,4.876662464,30749,3.994779674
e6c8e0e085aff915b4f23e3e9b56a6ee,7,2.5,4,6.5,3, popularity, high,104,4.273637703,3897,4.332328239,1356,4.265438311
442b140dfa01027782abd1b90c010eaf,4,6,7,4.5,1, diversity, medium,8376,4.697897456,71450,4.28368198,1900,4.305831048
781da2824c379ab4f4a105299de12cf1,5.5,1.5,3.5,1,1, popularity, medium,1211,3.78874548,911,3.57404526,8132,3.900913636
5adf561059d86e52f7fd9d01d77d61e8,6,3.5,5,6,5, serendipity, medium,108979,4.347458208,95311,4.342683472,100553,4.466065557
7cfe973cfd3353ecacc3ec1e53a1c5ea,4.5,3,5,3,2, all, default,1732,4.456561692,58559,4.32073936,68237,4.321611873
ce044e60f703e4789957e94a1119407e,5.5,3,5.5,4,4.5, serendipity, high,114554,4.282575184,100556,4.301497795,1939,4.335463131
9290682f681ea0a77b056a904970d3e0,2,3,4,6,1.5, all, default,527,4.301066288,1203,4.303654198,1198,4.269572968
1c17226f9644cac9f9a125cb6427773a,5.5,6.5,6.5,6,4.5, popularity, medium,48516,3.870451668,1201,3.875987535,903,3.900686542
5e5edbe144164fed5b8670f1708adc73,6,4,2.5,5,2.5, diversity, high,57669,4.369509948,115569,4.003456115,77658,3.852087326
824a2867b48467d025906445b556276f,5,4.5,5.5,5,6, popularity, high,96473,4.179527105,96520,4.188578607,56869,4.198883645
3faa088936bada91b9328d7df96b224c,4.5,3,4,5,4, diversity, low,4993,4.28264446,5952,4.248473916,7153,4.288504251
9508e33efe2f3b9bb4709c4998fc38b4,5,4.5,3,5.5,1, serendipity, high,115569,4.015651737,112183,3.933423745,112552,3.801495231
3b526bdf648c87105b4171f7ee1c1f0b,4,4,4,4,4, serendipity, medium,370,3.987863907,4848,3.986486913,36276,4.34464328
c6c3ff402d1a4290a155a1bf987802df,4,6,6.5,3,1, popularity, high,3751,4.239376329,4034,4.224447283,33794,4.179030001
1a39a2e5908c5960083975b25063cbac,6,4,4,5.5,3.5, serendipity, high,7502,4.31849523,108979,4.484780734,103984,4.424613589
505c36b356580603160187fd74e95ccb,4.5,1.5,7,7,1, serendipity, low,928,4.365271279,3508,4.511247728,2186,4.349613873
830f7404850f7e28ec2ce2fd10a4bd76,3,4,1,4.5,5, serendipity, high,112556,4.525707429,109487,4.497912298,111362,4.406374322
2cc76d37bb0c69aea5c0429fc2148b57,5,5,6,5.5,4, diversity, high,50,4.812775975,109487,4.605603264,77658,4.574777416
5de53e211da9a55194f63cc252a72c29,4,3.5,4.5,6,1, serendipity, low,17,4.784337228,7387,4.619885644,4027,4.613143762
b28da6efb0b0714622517ee4f19c61b0,5.5,3.5,2.5,5.5,2, popularity, low,108979,4.42715789,84716,4.402498087,33779,4.360405026
c7195da36e6b78fa2d6de644f04648fd,6,4.5,5.5,3.5,2, popularity, low,108979,4.42715789,84716,4.402498087,33779,4.360405026
54387b5f36dbf14de7093ff59b2db13c,5,5,4.5,5,5, diversity, low,4993,4.24829812,7153,4.228540703,81834,4.209977889
0dac6bee9ca4779135e3ff88c45c73e5,4,4.5,4,5.5,4.5, all, default,58559,4.316089324,6016,4.328408405,4973,4.292324866
dda12d420187937de1e6769080e777c7,5.5,4.5,6,6,4.5, diversity, medium,5690,3.602644292,26614,3.54958213,66934,3.61476479
37f3715201befb6806e037aecbc5d0db,6,4.5,3,3.5,4.5, diversity, low,44555,4.185479088,94466,4.100812171,106642,4.143401399
9934ceac6d1307ce925bb71575a0f578,4.5,4.5,6,5.5,1, all, default,68954,5.153371339,318,5.050248255,60069,5.15254561
7646c9beab10bbae207c543e590d73eb,7,6,6,4.5,5, serendipity, medium,112552,4.122912867,116797,4.078092465,150,4.342857728
22be10745145c174c977c11cdcdb13d8,5,3.5,2,2.5,2, serendipity, high,7502,4.30384325,77658,4.246820551,112552,4.119718807
09c249d552a0a3fabd1ada6a8e4a235e,2,3.5,5,5,2, serendipity, high,7502,4.146597464,77658,4.089574765,95654,4.446502529
3e7cd07b3124eda5113b8de1acb0857d,4.5,4,3.5,4,3, serendipity, medium,77658,3.980667537,60904,3.797664946,32840,3.713624713
75a54727bffcbbb561da9d3eb604f28e,5.5,4,3.5,4,5, serendipity, medium,77658,3.980667537,60904,3.797664946,32840,3.713624713
7a2697a19a5c1523dd90223b374ffd03,4.5,4,4,5,4, all, default,109487,5.034039022,2329,4.323165181,7361,4.111043126
6c5d124eddd0219b81c8ac758464e25b,5,4.5,3,3,3, popularity, high,4226,3.944265377,541,3.902640024,1136,3.939570448
49410c432fb3c71b598f002d88467ac7,4.5,3.5,3,4.5,3.5, diversity, low,858,4.336468179,1221,4.248404711,1213,4.158167389
76f68219069bfbb18f29d508d394f8a4,5,5,3.5,6,2.5, popularity, high,2918,4.243177662,1968,4.338282762,3114,4.375735467
b907feed50762a0a68d150a4a5a876fb,6,4.5,5,4.5,5, serendipity, medium,1207,4.297535888,1213,4.296378698,922,4.35047131
8b595f18e622a12adb4c90ead5308b52,5,3.5,4,5.5,1, diversity, low,86345,4.154122536,86347,4.125407992,27523,3.97113184
8970bb460141c5bae4e921d84c4c6a1b,4,4.5,2.5,6,2.5, serendipity, low,1131,3.770746499,923,3.759158996,94466,3.763346757
0160f8c5607073505cb7be7157136a1b,5,3,5.5,4.5,4.5, serendipity, high,129514,4.499130758,113741,4.424165064,94969,4.459262558
f82b3cff935c60961b91b11398ccf11f,6,4,5.5,4,4.5, popularity, high,1036,3.974342035,1291,4.144357579,1240,3.923953582
2e5e394fabcf87b202187c5b8c404cd5,4,4,5.5,3.5,2.5, diversity, medium,8132,4.127351508,8620,4.188701553,1080,4.100972873
6c34fc2f3eddc09ac522bb10bfc1490c,5.5,4,4.5,4,3, serendipity, high,77658,3.821772532,112852,3.64716184,86377,3.702265726
82a5abf473c07ceba623eac2950cf4fd,5,4.5,4.5,4.5,5, diversity, low,3307,4.467866932,3629,4.281694472,3310,4.330929442
7d3db4ee0ff68aee6b927acb6b164e1c,5,3.5,5.5,5,4, diversity, high,1213,5.061800619,112556,4.798711448,7502,4.823798698
18f736a7b33dcf28f7b88a0975b24fc6,5,5.5,3.5,3,5, diversity, high,2804,4.570429228,117867,4.546475619,110110,4.052696103
0cbb4f9abfc468b25c20e6a9abd586c0,5.5,3.5,1.5,1.5,2.5, diversity, medium,1232,4.776826927,2023,4.575674761,2989,4.595975774
952945bc5d7ce9d0c932803ca4e5155c,5,4,4,4.5,4.5, popularity, low,94466,3.729338234,92535,3.607062631,115569,3.580017049
2e6aa1786bdd839b958a41e819587d10,6,3.5,7,2.5,4, diversity, medium,541,4.571853271,92259,4.567684231,527,4.744463275
468ae829a9ae4af452b4f640aa309d54,4.5,6,2,1.5,5, popularity, medium,908,4.403931676,904,4.273210785,2324,4.191593123
4ad5ce091d6536b31c900d1c1a67bb44,5,4,3.5,3,4.5, serendipity, high,77658,4.725500606,108583,4.657431739,117533,4.568466079
a3aebc894c33682195db65bb5ebe6de9,6.5,6.5,4,4.5,1, diversity, low,1148,4.463824991,745,4.452570608,50872,4.556863349
17f1456176de4660eac94fe881b2c8f9,5,3.5,5.5,3.5,3, popularity, medium,91128,5.179172792,71619,6.175151066,72741,6.255011748
c3bf53778ff0dc9cb11f351a0e3957bf,5.5,3,4,4.5,4.5, diversity, medium,616,4.160529913,81819,4.140399649,2048,4.409677014
bd40e4bd7c3fd394cfe926660335b391,4.5,5,4.5,5.5,4, diversity, high,527,4.943982576,7502,4.843036223,108583,4.028113866
4961201988717d488bf4999d6b0063cc,6,4.5,2.5,2.5,4.5, all, default,44555,3.105167494,92259,3.044195718,94466,3.05739562
c69ca4fa0e903f97850bb81537c7a8cb,5.5,5.5,3,3.5,6, serendipity, medium,108983,4.329751768,82143,4.44120549,77177,4.390364059
a3d6de83682cba1cce05d2573e3e4faa,4,4,3.5,4,4.5, serendipity, low,1193,3.945981561,2324,3.96133218,5952,3.938190469
7360e5758529f8ddfc3108720bab4492,7,4,3.5,3.5,6.5, popularity, high,4963,4.588941501,1968,4.76317383,4973,4.799026224
a57a8a1178b3e2f02bbc4b8a26504d78,5,3.5,3.5,3,6, popularity, medium,2351,4.582979553,27803,4.322366982,64575,4.359773598
65b7c109bd0dd14d01f4b3593c42db03,7,3,6,3.5,2.5, all, default,50,4.331125184,2959,4.223016002,58559,4.217573152
4dfc681ee71ee7021efca4ad7527ccfb,4,6.5,3,2.5,1, popularity, high,36535,5,8207,5,3811,5
33d29f1cb1f0f1eed32b8a5bb4c58f58,4.5,3,4.5,5,1, popularity, low,94466,4.136470376,93721,4.19599247,96829,4.413883898
ec1f0d96ed283e369c84a5bc7f4cc0c6,6,4,3.5,3.5,4.5, serendipity, high,7502,4.523401573,112556,4.457359772,115617,4.417179439
ddd4f86cd0f978e85155cfa6c9f94e0c,7,7,1.5,2.5,6, popularity, high,1178,4.947659632,5291,4.88101031,3030,4.961157657
5bfd4da7261b30c66f52535e6b715001,5.5,5.5,5.5,5.5,5, diversity, low,58303,4.72498677,43376,4.747933089,52042,4.720979878
c2af999c5400fa5d6f75a70ec2ce7a6d,5,3.5,4,5,3, diversity, high,2360,4.627516047,93988,4.615116588,102602,4.547110874
337bac357517bc3608e10ec1b481d94d,4,5,4,7,2, serendipity, medium,1784,3.581820263,1573,3.564529592,1945,3.526931155
eb5d6596dec3ea9c7a0c8f4150f0d7ca,5.5,3,4.5,5,1.5, diversity, medium,48082,4.54905819,3654,4.329618209,70533,4.443668637
b0d4e298ddde788a50a41d7ca1b03f61,6.5,6.5,3.5,5.5,1.5, popularity, high,44555,4.269576266,30749,4.099720727,2019,4.14729271
8d3892028ce5fc8ceafd99af4ee87424,5,4.5,2.5,4.5,2.5, serendipity, medium,77658,4.058712785,109374,3.864953619,86377,3.906691422
f83d6c4c7733f8fb6ffa982bfb7ec494,5.5,4.5,6,5.5,4.5, diversity, medium,5064,4.511915699,2028,4.392252427,3089,4.507010996
59152f2397f7a8586684359fa987924a,5,3,5,2,2, serendipity, medium,1307,4.402136626,8665,4.448528439,5418,4.503778045
c8e7cc901691e1af1acca7bd18008748,6,6.5,4.5,6,1.5, popularity, low,108583,4.773751191,106642,4.74357358,94466,4.894330529
8e6ac4f844aceec0f72a5f806d596ef4,5,4,5.5,7,1.5, serendipity, medium,77658,4.299323945,106452,4.340933459,8641,4.272472457
a212e4171f5f98e0de4b22432652b5db,6.5,4,6,5,4, diversity, high,2712,4.889066636,77658,4.330670139,96473,4.350995934
8c21bc953eda8142be227e9d0cc13b25,6.5,4,6.5,4,1, all, default,6350,4.769509238,5690,4.762050682,94959,4.413483236
093fa6f0e8ec960bf3ca9c35ba7f02a4,6.5,3,4.5,4,4.5, diversity, low,2019,4.517680112,3030,4.447753514,8188,5.272649682
1e0f46574ba3b74c9b10b1cfde998eb6,5,4.5,6.5,5,1, diversity, medium,47610,4.926377578,72737,5.043515877,40815,4.760400427
d0d3965c9b645c0aaa45778a76526376,4.5,5.5,4.5,5,4.5, serendipity, high,109487,4.386458275,108979,4.822191327,104944,4.492973588
afbc62ea4dfb916d77a05aa48c067df5,4.5,4,4,2.5,2, diversity, medium,74282,5.257816407,27317,4.567569655,1090,4.429858345
53fa9c273cb0cbea4e4082857ba62bae,6,2,4.5,5.5,2.5, serendipity, low,111,4.474407343,858,4.322829915,908,4.131923673
59024d1c6af2dcab23a81a3a3f8a13ff,4,4,2,6,5.5, popularity, low,96829,4.073159956,106100,4.039312098,97938,4.06465259
891ff99a80aa51ea7d525ec06d9bb0fb,5,4,5.5,4.5,4.5, diversity, medium,608,4.330633063,1172,4.360984253,48394,4.272212548
b146ac7210ec0a4f811452907eb4f252,5,6,4.5,5.5,3, popularity, medium,127052,4.520947962,116411,4.553382679,120813,4.664724971
c4d886abab957246da1efa51ff1fcd7d,6,4,3.5,2,5, serendipity, medium,104636,3.936106968,96473,3.976390507,127152,3.839852787
022bd2b0584bbf5e4c2d85ed60b3fa16,5.5,4,5,3.5,4, all, default,318,4.953904055,58559,4.821731369,109487,4.675943959
0917f14e9f9215c628dde32e653bfa21,5.5,2.5,5,2.5,4.5, diversity, low,1358,3.90445094,678,3.885288842,90376,4.055568844
a0281787a96d5d7f03a7c7330cb67af6,7,6.5,6,4,6, popularity, high,4973,4.169304111,912,4.165680747,1221,4.137414061
a1f91d9d2b7b9b6a721b155b202360f5,5.5,6,4,4.5,5, serendipity, high,86377,4.069736382,3089,4.106257677,1207,4.15672016
63c764b40b303efb2e178105df45aa07,6,4.5,4,5.5,2.5, popularity, low,105250,4.355891536,26674,4.35686205,101850,4.376603862
aacbd7acf4e876c3752ea5f00d2d696c,5,6,6,6,4.5, popularity, low,105250,4.355891536,26674,4.35686205,101850,4.376603862
b9bfbe1d5cdb0990a6ab685ff5ecb6b7,3.5,6.5,7,5.5,1.5, diversity, low,65612,4.044970354,78160,4.414837044,133383,4.02564846
8da9edc6526923ab0b2145f3c1a77afb,3.5,4,5,5,3, serendipity, high,7502,4.109232192,77658,4.096858104,108583,4.068200867
f838d1d132a5028c86ea7b6466d27245,3.5,4,6,5,1.5, serendipity, low,44195,4.460027257,1620,4.342891528,1892,4.495522794
7ecafea7df42ae286dd2f8ae7c03e11e,5,2.5,4.5,5,2, serendipity, low,4973,3.702546083,94466,3.620199125,1276,3.582306726
1b938e470be180067ffe243ff6d4444c,7,4.5,3.5,2,6, serendipity, medium,102602,3.380954646,60904,3.252298614,26453,3.245637495
b6bf9e843777fc00048785d5babce87e,4,3.5,4.5,5,3.5, popularity, medium,950,4.55453961,3730,4.466649454,1147,4.531324272
c71e29336f8f830afe3e7d8f71948456,4,4,4,4,3, serendipity, high,7502,4.20803804,77658,4.252775917,108583,4.192666165
26bf016aead3482fc145b5e2a5617ccc,4.5,6.5,5.5,4.5,1.5, serendipity, high,7502,4.997028911,116797,4.80295632,77658,4.972634216
6f95f50087b897bbd187d6ec85134203,6.5,4,4.5,3.5,1.5, all, default,5618,4.286606297,2858,4.199097959,4878,4.199996831
4cbbc1e9c34181307b0897224c4a4cb7,5.5,2.5,3.5,4.5,2, popularity, high,720,4.514885688,3039,4.492466673,1287,4.594878853
26a31aa56d3ea83b8afb08dfec49b0b3,6.5,6,4,4,4.5, diversity, low,106489,4.627496307,98809,4.550614525,7386,4.571776515
48c8ef341364854c2728e7105b494193,6,3.5,6.5,6.5,5, popularity, medium,4446,4.834373032,7254,4.556228146,6378,4.388810988
9c5b80796c75f9f0b06a81955f8f5e44,6.5,4.5,3,5.5,2.5, diversity, medium,96588,4.885832859,5903,4.786262713,106487,4.894033382
3cd0ce2ce253d0f561af971c7d589c67,3.5,4,2.5,3,5, serendipity, medium,54286,4.20979019,4011,4.001488803,59784,4.090436545
187a6ad4e0378999425a6ba5663acacb,6,5.5,5,7,2, serendipity, medium,109487,4.953970541,116823,4.90309403,114180,4.774893312
5251c36a5e4898da28a44a17b065a6b6,4.5,2.5,4.5,2.5,2, serendipity, high,7502,3.955022076,108583,3.905113191,77658,3.86936731
bc73054908f7463eab72e7badd93b731,3.5,4.5,5.5,2.5,3, serendipity, medium,7502,4.299323077,77658,4.242300377,112552,4.115198633
2c72df91a539f8e0fc2752c49b01c207,5,4,5.5,4,4, serendipity, medium,108979,4.335747264,100553,4.623023907,93040,4.318406953
648ef6c1e103aa153fa75d548fa03ad9,5.5,6.5,6,5.5,2, diversity, medium,6218,4.901890644,27773,4.865218049,88810,4.921397063
d8e59db65c4c2f7bfea129d1c2d51b27,5.5,2,3.5,3.5,1, all, default,50,4.779519272,293,4.665027238,4973,4.569267415
0d5fafa4b63b00e93102c2caffb735a6,2.5,5.5,5,6,3.5, all, default,318,4.26873533,50,4.12545763,527,4.113144962
9fabc3542b20dea36456876b0479646c,1,4,4,7,1, popularity, medium,117922,4.576460934,132446,4.701987206,116951,4.85152055
387b2fe9ea4e275eb0f061ef18d8cdd5,7,5.5,2.5,4.5,1.5, diversity, high,318,4.754914533,7502,4.591913911,77658,4.526997132
4875dc91590a58beff272ae7132b6ce4,6,4,6,5.5,2, serendipity, medium,103235,4.444863079,121372,4.502866329,26453,4.519405134
5d2fe5897dab4591b33f7b4ac8a1e88b,4.5,5,2.5,3,3, popularity, medium,1207,4.091900556,1234,4.066871028,1148,4.090106145
c8b6a7879731a1c4508d5edb581544d9,5,4,3,3,6.5, popularity, high,608,4.033321394,1198,4.127949684,858,4.283008336
b87e580de57065bc96fa53b7b182f5d5,5.5,2,3.5,3,4.5, diversity, medium,1250,3.897182845,3730,3.895618032,94466,3.934558401
1e4c3df3f3db6c1cdfb8716b1c241fee,5.5,4,3,3,5.5, all, default,2028,5.71107342,110,5.685528199,480,5.296620547
311400edc75d56330b2c1d89aeac099c,4.5,5.5,2,4,5, diversity, low,4993,4.33056339,5952,4.291744327,7153,4.341312019
251eca7a69cd49ea829394e235cfad1e,5,6,5,3,1.5, serendipity, medium,31545,3.682317318,37495,3.63675515,61236,3.703016831
a84802367300a64230f82d01407fc965,6,6,6,6,2.5, serendipity, high,7502,4.777838279,88125,4.396447516,77658,4.432218536
b5a3bfc11dc90c5f5ba71d0355fc7da2,6.5,2.5,3.5,2,3.5, serendipity, high,93040,4.668352444,93988,4.562590119,82143,4.461625319
7153f08d2dba7a8619c0226c5c3c8904,6,3,6.5,6.5,1, diversity, medium,1254,4.275099465,589,4.099685439,2076,4.321007743
e22344d1e89080f681f809c1b4e1a5be,5,4.5,6,3,4.5, serendipity, medium,2791,4.248604322,1204,4.179236322,2542,4.465355429
479d120f05835f8b4b123b7144ff6601,5.5,5.5,5,6.5,4, all, default,2716,4.381371258,78499,4.292338529,112552,4.261010861
2d32b323bb441af9f87ee6d4ac8345ec,4.5,4.5,5,5.5,3, diversity, high,4226,4.030663768,7502,4.135947205,104069,3.89266966
5da519f686326756c37f78bfcf82ec90,6.5,4,4.5,6,3.5, serendipity, medium,108983,4.187544193,131724,4.421716013,100553,4.214450846
0919dc7fd5add84e2c25dd10afc9163b,6,4.5,3,6,6, popularity, medium,5291,4.341737077,7502,4.451981946,76093,4.175717548
ef4540578656b9a1acf9fc13ae5d8011,5.5,4,4.5,7,2.5, popularity, medium,126245,4.12549069,114635,4.137094113,130970,4.150528448
3db7d411003e2c27d64616a9615a4a00,6.5,4.5,4,6.5,4, all, default,7502,4.40551749,51255,4.410358289,71535,4.387133501
e3306aac8727cef3e7e7ab78c202cc0b,3,2,4.5,3,2.5, diversity, medium,81834,4.459394206,44555,4.424162271,86345,4.632283226
973c344c1f17146c1b3419de09233432,6,4.5,3.5,2.5,4.5, all, default,527,4.097688973,50,4.09011059,44555,4.089454865
2f33ef3195b8e26776bbc39f8f08c553,5.5,4.5,4,5,4, diversity, medium,100556,4.121445318,79132,4.084825661,3307,4.156087326
acfc9b68eacb4fd4bee58941bd0eb9ac,6.5,5.5,4,4.5,2, popularity, low,108983,4.373245993,108583,4.543874803,95858,4.402057019
b0e4f1fa6808bc72886d13576b20d09c,5,5.5,4,5,2, serendipity, low,5952,3.796105264,59315,3.673864218,3265,3.644184409
34977ac2a1234df421b3c8622f9956fd,5,4,2.5,4,3, diversity, medium,100556,4.326617901,106642,4.202691324,92535,4.599344971
d2a16a131dfb876af223faaa83868021,6,5,5,4,3.5, diversity, medium,100556,4.326617901,106642,4.202691324,92535,4.599344971
89df96f4a4229eef53c1775438665fc2,6,3.5,4.5,4,6, popularity, high,858,5.036398217,588,4.936254649,50,5.00990092
6cb1897a2a04a64e71e3c94f72622f16,6.5,1.5,4,3.5,4, all, default,68157,5.105556423,904,5.040530894,7502,5.029863817
430f9aae513adf0ed5e9cc7a85f1f723,6.5,5,5,2,3.5, all, default,68157,5.105556423,904,5.040530894,7502,5.029863817
2149621bd4ab5af7fbd4f9e7c492247a,6.5,3,2.5,7,4, serendipity, medium,108583,4.441291435,77658,4.228566475,93040,4.250835184
368b3ba047fd0dbb04449608adf95b8b,4.5,4.5,5,5.5,2, diversity, low,1196,4.592014236,1210,4.471025062,260,4.582906695
aa5d20511993378fdfff50ab9b8f1422,6,4.5,5.5,5.5,2.5, popularity, medium,115617,3.981573101,114554,3.996089887,116411,4.012931154
ffff31b8d1dd1486a7fe6914761aa655,5,3,5,4.5,3.5, diversity, low,3275,4.070936531,4011,4.05081556,1136,4.13315514
ebdd4ab3bd474b6bcae4924ea6cad4f7,6,4,1.5,6,5, all, default,2710,4.553876546,1407,4.752874095,3409,4.600749903
668b685a92badd50119c373d48f4453c,5.5,3,3.5,5,3, popularity, high,908,3.898151102,1219,3.746436292,1225,3.738253323
03117241a2a42f1d60540d5d5fca8b75,5.5,4,4.5,4,4, popularity, low,26674,4.853545537,108583,4.953281734,95858,4.70521626
e9ac4286e480be4064bdef9726b7ebf4,6,3.5,5,4,4, popularity, medium,94466,4.30821395,96829,4.092509706,93721,4.093191321
f3113ebe8e2d67e4b248065b282306bb,6,5.5,7,4,5, diversity, medium,350,4.835522194,94126,5.067872844,3471,5.048400249
e968bc3b6840025193e5e04181497b8f,6.5,3.5,4.5,4,1, serendipity, high,7502,4.221453441,104944,4.532625567,77658,4.16911234
d1839b9d03199bef00c57fcafb15016b,5.5,4,4,5,1.5, diversity, high,96829,4.690703457,117533,4.601306155,116136,4.445350112
5730fc808ef0f350a4c439dda9b4ed03,5,3.5,5.5,6,2.5, popularity, low,114180,4.708874312,104944,5.071762994,112175,4.740949124
0a1afd5fca0b818d327fbbf4892d12fc,4.5,3.5,6,5.5,3, diversity, high,7445,5.441940758,7502,5.076579527,77658,5.024238426
c78731d0a6635ed6ac1db6a0e9530f2c,5.5,2.5,3.5,7,1.5, serendipity, low,48516,4.998208463,318,4.762638405,8950,4.805066475
54ed05ae278e7b51a9b938dc416db9d0,4.5,5.5,4.5,1.5,4.5, serendipity, medium,26674,3.985967118,96075,4.034021828,93040,3.964381952
f6601a477f3928de27cc073f80ecd170,6,1.5,2.5,5.5,2.5, serendipity, low,6104,4.539371665,3147,4.632563683,6283,4.4227339
9545134eae10827caacad8f4ea4c4ea1,7,4,5,7,2.5, all, default,6291,4.219325947,32840,3.961433554,40412,3.972087782
a3b64300c36aadb8b08c5ca69102d24a,6.5,6.5,4.5,2.5,3.5, diversity, low,3030,4.792962238,2905,4.634357425,7766,4.699043001
c1318035a54b6f8388bbc351b28a16e0,4.5,3.5,5,4,1.5, all, default,44555,4.349521387,7502,4.311450988,7153,4.292030345
f7840372da5ad42b5a4b2ce7cc30e3de,3.5,3.5,4,6,4, serendipity, high,108583,4.551713633,95858,4.528702487,91233,4.676018856
747517b50f5e43a8e0caa57601600428,7,4.5,4,3.5,2, all, default,106334,4.58909961,114635,4.539458087,4183,4.609948179
3bb9c80158e9edf17e5cffacefa7766f,4.5,3,4.5,4,4.5, popularity, low,26674,3.957255326,102217,3.961695948,99764,3.965100803
d0eb0665d953c3b088e7bef2c2f492fd,7,4.5,6,4.5,2.5, popularity, medium,37830,4.564531306,5008,3.988316261,112183,4.015034278
67eaab4c3e5cf2451f02e9d5c8ec8e32,5,5,4,5.5,3, diversity, low,5618,3.988915336,3000,3.886616086,48394,4.029611908
ba79474a87701d07ff36c3ad4cec98d7,4.5,5,5,4,1.5, diversity, medium,74510,4.461898388,912,4.281801081,91529,4.274870141
935ab0abd9dac63a938653c75a5a14f2,4.5,3,5.5,6.5,4, diversity, medium,32587,4.520764571,1207,4.390893021,55820,4.75702136
a9541bbdabe5973d82f47a801e445185,5,3.5,4.5,5,4, diversity, high,50,4.400066317,7502,4.349421578,104069,4.106144034
04ddc9784920e4944f6d2274d71018a7,4,4,4,4,4, popularity, low,108979,3.697001361,104069,3.767111849,106642,3.727069782
a9193e1ff21abac55ed78b404789c628,7,6,6.5,7,5, popularity, low,108979,3.697001361,104069,3.767111849,106642,3.727069782
924c6097a2fd65edb7290cb076cb9713,6.5,4.5,2.5,4,2.5, serendipity, high,109374,4.917906632,112290,4.801552723,115569,4.810885069
268de11ad039ad15bc8739c2663b90c7,5.5,4.5,5,5.5,4, serendipity, high,115713,4.609697477,111235,4.962273534,111384,4.724418794
64794330963f56d479393e325808504a,2.5,5,2.5,6.5,2, diversity, medium,260,3.397104628,72330,3.972024387,100714,3.496772165
d5ccdbbe80bec680efebc72c2ed2c922,6.5,3.5,6,6,6.5, serendipity, low,86231,4.27274909,113793,4.270619968,72360,4.208581365
ef07cdde43a7180a3b3018a5c0eab542,7,4,1,2.5,7, serendipity, low,79132,5,92259,5,34405,5
ea218ab5b462f6cab1152810ad0571b4,7,5.5,6,6.5,3, serendipity, high,109487,5,115617,4.934552546,109374,4.892430819
3c088d8cf05127a5cf9007f6fed93ced,4.5,4.5,5.5,3.5,2.5, diversity, low,7153,4.289012973,5952,4.237032528,2028,4.358628205
261e43f305e15890fb05e08ec858746f,5,4.5,3.5,3.5,2, all, default,5618,4.709378028,4262,4.819617703,2858,4.630498265
e7d0e93b0d8d8cae6d4e96b75708e910,6,6,7,5.5,6, popularity, high,55820,4.264171879,48394,4.016144107,2019,4.098803239
6f99629d420e4c074fc6acf1b8aa8ac9,4,4,5,3.5,3.5, popularity, high,27773,4.714223217,30749,4.66442329,3000,4.712433652
e6a7d7514cb437eda7e3c155d12662c4,5.5,5,4.5,5,3.5, serendipity, high,7502,4.26205672,77658,4.291996645,86504,4.26408447
ca42445099963639613922aa4577dbcc,4.5,3.5,5.5,6.5,2, diversity, low,3435,4.343621007,2186,4.261677186,3730,4.205465788
b9cfb4042e4df94a5a26c33169ba69a4,4.5,3.5,4.5,4,1.5, all, default,2019,4.584663672,77658,4.988752894,86377,4.410285121
36fb8f1f6836cfe8aae2df6211703096,3,3,5,2.5,2, popularity, medium,42197,4.636702473,95558,4.486860465,89759,4.60032663
b209fd1ad74aedc976a4dc9ae9f8a816,6.5,5,7,7,3, diversity, low,3468,4.794924274,3467,4.656950051,3152,4.884283069
0bc016ffff15a571df8b1bb88fa75df9,5,4,2.5,3,1.5, diversity, medium,5388,4.586990016,33660,4.179193183,5971,3.527670977
6b809c3dcb0a581f61e3b3bab09edbad,3.5,3.5,2.5,6.5,1.5, all, default,4973,5.071051333,58559,4.760855178,48516,4.823411341
c1dda1ca24e98b7e785a01cd43992357,4.5,2.5,1,5,5, popularity, high,2174,4.613640485,3147,4.705081752,2291,4.888148596
62ef002364bfd86baf538ec2e4310b45,6,4.5,2.5,5,1.5, diversity, high,750,4.907037528,108583,4.855576472,74727,4.83539899
fefc161ac0b429fdbf6b56cc04dd4aa6,3.5,4,5,6.5,4.5, all, default,92259,4.720087293,4973,4.604441627,2324,4.590161755
351747b75c0ae83bf5ca72a3293abb25,4.5,5.5,6,5,3, popularity, medium,2360,3.884269074,3307,3.92135894,5690,3.79673258
afdd334cd221305ef7fcea66b3d482e9,3.5,4,4.5,5.5,4, serendipity, medium,115617,4.448549399,122882,4.432062795,122892,4.758558408
